,The Picture of Dorian Gray,The Prince,The Republic,The Problems of Philosophy,Second Treatise of Government,Beyond Good and Evil,Siddhartha,The Communist Manifesto,On Liberty,Democracy and Education: An Introduction to the Philosophy of Education,The Poetics of Aristotle,The Consolation of Philosophy,Ethics,The Antichrist,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Nature,A Treatise of Human Nature,Symposium,An Enquiry Concerning Human Understanding,The World as Will and Idea (Vol. 1 of 3),The Elementary Forms of the Religious Life,Utilitarianism,"The Will to Believe, and Other Essays in Popular Philosophy","The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist: Complete Works, Volume Sixteen",The inequality of human races
anathemas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pour,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disadvantages,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005542555418809393,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
liberality,0.0,0.0005806164725368653,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
awoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solon,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sprinkled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suabians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
worth,0.000787464721632457,0.0,0.0006619524424221644,0.0014364465675483732,0.0025286244556437165,0.0003024243258097776,0.0,0.00032028214474532355,0.0,0.001120450152445554,0.0002818700672720611,0.00033008246508664936,0.0,0.00024365539391411992,0.00039608725688885897,0.0005738648687960849,0.00027712777094046967,0.0003482154634140639,0.0006145622775840842,0.00030703655290719405,0.00015032302464869363,0.0015242588627477477,0.0004135603585545568,0.0004564254922750166,0.000223917592738945
sky,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0011184813834012471,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.0,0.00039608725688885897,0.002582391909582382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crass,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.00039608725688885897,0.0,0.00027712777094046967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006203405378318352,0.0,0.0
hobgoblin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relatively,0.0002624882405441523,0.0008709247088052979,0.0023168335484775753,0.007900456121516053,0.0005619165456986037,0.0012096973032391105,0.0002796203458503118,0.008327335763378413,0.0019432568741012612,0.0029878670731881443,0.0016912204036323667,0.0,0.0004856541563336698,0.0,0.0015843490275554359,0.005164783819164764,0.012470749692321136,0.002437508243898447,0.003380092526712463,0.0027633289761647465,0.0031567835176225657,0.00038106471568693693,0.0008271207171091136,0.0002282127461375083,0.001119587963694725
nowise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428270781668349,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
glare,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tremble,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746215756564797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyo,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.017586712116458205,0.02525681655535364,0.02548516903325333,0.05422585792495109,0.03680553374325854,0.04112970831012976,0.014540257984216213,0.01985749297421006,0.04339940352159483,0.04220362240878254,0.03692497881264,0.00990247395259948,0.03569558049052473,0.03240616739057795,0.055056128707551395,0.024963121792629692,0.02521862715558274,0.03586619273164858,0.02058783629906682,0.04298511740700717,0.007816797281732069,0.054873319058918915,0.021711918824114232,0.027157316790363487,0.018585160197332435
felling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mountains,0.0,0.0005806164725368653,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.00039608725688885897,0.002008527040786297,0.0,0.0,0.0006145622775840842,0.0,0.0,0.0,0.0,0.0,0.0
jewish,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wast,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vast,0.0,0.0,0.0,0.0003591116418870933,0.00028095827284930184,0.0003024243258097776,0.0,0.00032028214474532355,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0007309661817423598,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.00030064604929738725,0.00038106471568693693,0.0002067801792772784,0.0,0.000223917592738945
gave,0.0005249764810883046,0.00029030823626843263,0.0,0.0,0.0025286244556437165,0.0,0.0002796203458503118,0.0006405642894906471,0.0012955045827341741,0.0,0.0002818700672720611,0.0,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.0,0.0,0.0,0.0,0.00030064604929738725,0.0,0.0,0.0002282127461375083,0.0
faults,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.000223917592738945
modest,0.0,0.0,0.0,0.0007182232837741866,0.00028095827284930184,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00048731078782823984,0.00039608725688885897,0.0,0.00027712777094046967,0.0003482154634140639,0.0006145622775840842,0.00030703655290719405,0.0,0.0,0.0,0.0009128509845500332,0.0
insurances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indefeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
mouths,0.0,0.00029030823626843263,0.0003309762212110822,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
engines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restraint,0.0,0.0,0.0,0.0,0.0022476661827944147,0.0,0.0,0.0,0.0006477522913670871,0.0,0.0,0.00033008246508664936,0.0,0.0,0.00039608725688885897,0.0,0.0005542555418809393,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
cram,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
list,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.000223917592738945
ruth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
brook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconquerable,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daggers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
guilds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009608464342359706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devised,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.000223917592738945
unharmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desiring,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.00027712777094046967,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barefooted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sinister,0.0,0.0005806164725368653,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xlix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coming,0.0010499529621766093,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0002796203458503118,0.00032028214474532355,0.00032387614568354353,0.0007469667682970361,0.0002818700672720611,0.00016504123254332468,0.0002428270781668349,0.0007309661817423598,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.00015032302464869363,0.0,0.0002067801792772784,0.0,0.00044783518547789
teleological,0.0,0.0,0.0,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tricked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geniuses,0.000787464721632457,0.00029030823626843263,0.0013239048848443288,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.001188261770666577,0.0008607973031941273,0.00027712777094046967,0.0013928618536562555,0.0009218434163761264,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
views,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0006405642894906471,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
unwise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
macedonia,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illiterate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orphaned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voice,0.0010499529621766093,0.0,0.0,0.0003591116418870933,0.00028095827284930184,0.0,0.002516583112652806,0.0,0.0,0.0,0.0005637401345441222,0.00033008246508664936,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0006964309268281278,0.0003072811387920421,0.0006140731058143881,0.0,0.0,0.0002067801792772784,0.0,0.0
antitheses,0.0,0.0,0.0,0.0,0.0,0.000907272977429333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.00015032302464869363,0.0,0.0,0.0,0.0
seneca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precise,0.0002624882405441523,0.0,0.0006619524424221644,0.0003591116418870933,0.0,0.002419394606478221,0.0002796203458503118,0.00032028214474532355,0.0,0.0014939335365940722,0.0002818700672720611,0.0,0.0002428270781668349,0.00048731078782823984,0.00039608725688885897,0.00028693243439804244,0.0019398943965832876,0.0003482154634140639,0.0009218434163761264,0.0006140731058143881,0.00015032302464869363,0.0011431941470608107,0.0,0.0020539147152375745,0.000223917592738945
troubled,0.0002624882405441523,0.0017418494176105958,0.0003309762212110822,0.00107733492566128,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0008252061627166234,0.0,0.00048731078782823984,0.0,0.0,0.00027712777094046967,0.0006964309268281278,0.0003072811387920421,0.0006140731058143881,0.0,0.0007621294313738739,0.0002067801792772784,0.0,0.00044783518547789
ferryman,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000671752778216835
decorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edited,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
throes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moralo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
slept,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banana,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006405642894906471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ladies,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cults,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004509690739460808,0.0,0.0,0.0,0.00044783518547789
scruple,0.0,0.0,0.0003309762212110822,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007921745137777179,0.0,0.00027712777094046967,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
confiscation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laplander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
manuscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
fluidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
tyne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surely,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0002428270781668349,0.0007309661817423598,0.0,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.001033900896386392,0.0,0.0
refutations,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0004564254922750166,0.0
they,0.009187088419045331,0.02641804950042737,0.010260262857543547,0.013646242391709546,0.014609830188163695,0.011794548706581328,0.012023674871563406,0.01697495367150215,0.01101178895324048,0.01904765259157442,0.009865452354522138,0.004126030813583117,0.014812451768176927,0.008527938786994198,0.020200450101331806,0.008034108163145188,0.010807983066678318,0.014973264926804748,0.012598526690473727,0.012281462116287762,0.01458133339092328,0.026293465382398646,0.008477987350368414,0.011867062799150431,0.01880907779007138
wait,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0011184813834012471,0.0,0.0006477522913670871,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.00030703655290719405,0.0,0.00038106471568693693,0.0004135603585545568,0.0,0.0
voyage,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misplaced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aphorisms,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0018257019691000664,0.0
plurality,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014474612549409487,0.0,0.0
dilly,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radically,0.0,0.0,0.0,0.00107733492566128,0.0,0.0,0.0,0.0012811285789812942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011477297375921697,0.0,0.0,0.0,0.00030703655290719405,0.00015032302464869363,0.0,0.0008271207171091136,0.0006846382384125249,0.0
prison,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0006601649301732987,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
impetuousness,0.0,0.00029030823626843263,0.0006619524424221644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ascribe,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0,0.0002428270781668349,0.0,0.0,0.0,0.0,0.0013928618536562555,0.0003072811387920421,0.00030703655290719405,0.00015032302464869363,0.00038106471568693693,0.0,0.0,0.0
glancing,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009716284370506306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenth,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutual,0.0,0.0,0.0003309762212110822,0.0,0.0014047913642465091,0.0003024243258097776,0.0,0.00032028214474532355,0.00032387614568354353,0.00037348338414851804,0.0,0.0,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.00027712777094046967,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0002067801792772784,0.0,0.000223917592738945
ricardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brac,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay,0.001574929443264914,0.0,0.0,0.0,0.0,0.0,0.0013981017292515588,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burning,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pettit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
