,The Picture of Dorian Gray,The Prince,The Republic,The Problems of Philosophy,Second Treatise of Government,Beyond Good and Evil,Siddhartha,The Communist Manifesto,On Liberty,Democracy and Education: An Introduction to the Philosophy of Education,The Poetics of Aristotle,The Consolation of Philosophy,Ethics,The Antichrist,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Nature,A Treatise of Human Nature,Symposium,An Enquiry Concerning Human Understanding,The World as Will and Idea (Vol. 1 of 3),The Elementary Forms of the Religious Life,Utilitarianism,"The Will to Believe, and Other Essays in Popular Philosophy","The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist: Complete Works, Volume Sixteen",The inequality of human races
mind,0.0010499529621766093,0.0008709247088052979,0.004302690875744068,0.015800912243032105,0.0,0.0003024243258097776,0.0008388610375509353,0.0,0.0022671330197848046,0.001120450152445554,0.0,0.0033008246508664935,0.0007284812345005046,0.0007309661817423598,0.0075256578808883205,0.008034108163145188,0.007759577586333151,0.005919662878039086,0.010754839857721474,0.0033774020819791347,0.001202584197189549,0.0019053235784346847,0.0028949225098818974,0.0004564254922750166,0.00044783518547789
await,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0002796203458503118,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
esprits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanity,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0004951236976299741,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
freer,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
craftiness,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harmful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.000223917592738945
undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insidiously,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
willeth,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensation,0.0005249764810883046,0.0,0.0,0.009336902689064426,0.0,0.0030242432580977765,0.0008388610375509353,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0022170221675237574,0.0,0.002765530249128379,0.0,0.0006012920985947745,0.0007621294313738739,0.0,0.0,0.0
noun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011274802690882445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modulated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
windfall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
looked,0.002362394164897371,0.0,0.0006619524424221644,0.0003591116418870933,0.0008428748185479055,0.0,0.003914684841904365,0.00032028214474532355,0.0,0.0,0.0002818700672720611,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006140731058143881,0.0,0.00038106471568693693,0.0,0.0006846382384125249,0.0
vary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
gulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.000223917592738945
wars,0.0002624882405441523,0.0005806164725368653,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
rip,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reality,0.0005249764810883046,0.00029030823626843263,0.0006619524424221644,0.00215466985132256,0.0,0.0012096973032391105,0.0,0.0006405642894906471,0.0,0.00037348338414851804,0.0002818700672720611,0.0,0.0024282707816683487,0.0007309661817423598,0.0015843490275554359,0.0,0.0005542555418809393,0.0,0.0009218434163761264,0.0006140731058143881,0.001954199320433017,0.0,0.0008271207171091136,0.0020539147152375745,0.000671752778216835
woodfall,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
æterni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
overproduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whimsical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.0
salient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocean,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0008607973031941273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unexpected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
germs,0.0,0.00029030823626843263,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reveries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
vividness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stubble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gilbert,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detest,0.0005249764810883046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0004564254922750166,0.000223917592738945
dubitandum,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
money,0.0,0.00029030823626843263,0.001654881106055411,0.0,0.0008428748185479055,0.0003024243258097776,0.0,0.0009608464342359706,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
partnership,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0,0.0,0.0,0.0018674169207425902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allo,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
affinities,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
indisputable,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0009716284370506306,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009211096587215822,0.0004509690739460808,0.0011431941470608107,0.0,0.0002282127461375083,0.0
handful,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slimy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inestimable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
youths,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
sharps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desist,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
solidarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
actuates,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009218434163761264,0.0,0.0,0.0,0.0002067801792772784,0.0002282127461375083,0.0
skulls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nymphs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feelings,0.0010499529621766093,0.00029030823626843263,0.0003309762212110822,0.0014364465675483732,0.0,0.0012096973032391105,0.0002796203458503118,0.0,0.006153646767987327,0.0007469667682970361,0.0005637401345441222,0.0,0.0,0.0012182769695705997,0.0,0.0,0.00027712777094046967,0.0020892927804843833,0.0015364056939602105,0.0,0.0,0.006097035450990991,0.0006203405378318352,0.0002282127461375083,0.00089567037095578
misfortunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008456102018161833,0.0011552886278032727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000671752778216835
adornments,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expecting,0.0002624882405441523,0.001451541181342163,0.0,0.0003591116418870933,0.0,0.0003024243258097776,0.0002796203458503118,0.0,0.0006477522913670871,0.0014939335365940722,0.0008456102018161833,0.00016504123254332468,0.0,0.0,0.00039608725688885897,0.0,0.0005542555418809393,0.0013928618536562555,0.0009218434163761264,0.0006140731058143881,0.0,0.0015242588627477477,0.0006203405378318352,0.0004564254922750166,0.0
asinus,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
images,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008607973031941273,0.0011085110837618787,0.0006964309268281278,0.0,0.0,0.00030064604929738725,0.0,0.0002067801792772784,0.0002282127461375083,0.000223917592738945
psychical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0006203405378318352,0.0,0.0
vanquished,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0002282127461375083,0.0
enabling,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.0
their,0.005512253051427199,0.014515411813421631,0.008936357972699219,0.00646400955396768,0.01067641436827347,0.009980002751722663,0.00782936968380873,0.017615517960992796,0.01554605499281009,0.00933708460371295,0.005355531278169161,0.004456113278669766,0.0063135040323377065,0.007309661817423598,0.01901218833066523,0.008034108163145188,0.012747877463261606,0.008357171121937533,0.010447558718929432,0.008904060034308627,0.005261305862704276,0.02210175350984234,0.006616965736872909,0.00798744611481279,0.023511347237589224
xiv,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0,0.0024282707816683487,0.0,0.0,0.0,0.00027712777094046967,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.00044783518547789
frightfully,0.0005249764810883046,0.0,0.0,0.0003591116418870933,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
perfection,0.0034123471270739803,0.00029030823626843263,0.0029787859908997397,0.0003591116418870933,0.0014047913642465091,0.0,0.0044739255336049884,0.00032028214474532355,0.0009716284370506306,0.0,0.0008456102018161833,0.00033008246508664936,0.0033995790943356884,0.0,0.010694355935999192,0.002582391909582382,0.0016627666256428181,0.0013928618536562555,0.002458249110336337,0.0006140731058143881,0.00030064604929738725,0.0019053235784346847,0.0002067801792772784,0.0006846382384125249,0.00044783518547789
embers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theme,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446463902421916,0.0,0.00030703655290719405,0.00015032302464869363,0.0,0.0,0.0,0.0
basil,0.011549482583942703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happiest,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0,0.0,0.0006477522913670871,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0011431941470608107,0.0,0.0,0.000223917592738945
preexist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011274802690882445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apart,0.0,0.0,0.0,0.00107733492566128,0.0,0.0,0.0002796203458503118,0.00032028214474532355,0.0006477522913670871,0.0007469667682970361,0.0005637401345441222,0.0,0.0012141353908341744,0.0,0.0,0.0,0.0,0.0,0.0,0.0018422193174431644,0.00015032302464869363,0.0007621294313738739,0.0002067801792772784,0.0,0.000223917592738945
war,0.0,0.002322465890147461,0.0009929286636332466,0.0,0.007023956821232546,0.000907272977429333,0.0,0.0012811285789812942,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0031675201208835593,0.00039608725688885897,0.0,0.0,0.0006964309268281278,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0027385529536500994,0.000223917592738945
devonshire,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambrai,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ajax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
shy,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openly,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0003024243258097776,0.0,0.0012811285789812942,0.0006477522913670871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
solace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
wings,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swayed,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bedlamite,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iii,0.0002624882405441523,0.0008709247088052979,0.0009929286636332466,0.0003591116418870933,0.00028095827284930184,0.0003024243258097776,0.0,0.0006405642894906471,0.0006477522913670871,0.0,0.0005637401345441222,0.0021455360230632206,0.003642406172502523,0.00024365539391411992,0.0007921745137777179,0.0005738648687960849,0.004156916564107045,0.0,0.0006145622775840842,0.0,0.0031567835176225657,0.00038106471568693693,0.0002067801792772784,0.0002282127461375083,0.000671752778216835
silence,0.0005249764810883046,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0011184813834012471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
encountered,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0002796203458503118,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
spins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vorstellung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006140731058143881,0.0,0.0,0.0,0.0,0.0
despotism,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0006405642894906471,0.0012955045827341741,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
tying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brushes,0.000787464721632457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capitulate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
printing,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goes,0.000787464721632457,0.0,0.0,0.0007182232837741866,0.0,0.0003024243258097776,0.0,0.0006405642894906471,0.0,0.0014939335365940722,0.0002818700672720611,0.0,0.0002428270781668349,0.0012182769695705997,0.0,0.0005738648687960849,0.00027712777094046967,0.0010446463902421916,0.0003072811387920421,0.00030703655290719405,0.0,0.0,0.0006203405378318352,0.0002282127461375083,0.000223917592738945
frankly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
bartering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
men,0.0020999059243532185,0.005806164725368652,0.004302690875744068,0.00107733492566128,0.01854324600805392,0.001814545954858666,0.0036350644960540532,0.0009608464342359706,0.0038865137482025224,0.0007469667682970361,0.004228051009080917,0.00247561848814987,0.0016997895471678442,0.006091384847852998,0.008713919651554897,0.005164783819164764,0.0019398943965832876,0.008705386585351598,0.0009218434163761264,0.0018422193174431644,0.0010522611725408554,0.003429582441182432,0.0022745819720500623,0.0034231911920626244,0.0044783518547789
goddess,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0006964309268281278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
agglomerated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
rent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conservatism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006405642894906471,0.0,0.001120450152445554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.000223917592738945
gaudet,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thinkest,0.0,0.0,0.001654881106055411,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0022671330197848046,0.0,0.0,0.0009902473952599481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011431941470608107,0.0004135603585545568,0.0,0.00044783518547789
fertile,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.00027712777094046967,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
piacular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004509690739460808,0.0,0.0,0.0,0.0
